image_id,camera_id,camera_name,source_url,retrieved_at_utc,source_timestamp,latitude,longitude,width,height,sha256,local_relative_path,licence_or_source_note
camara05324__20260825T084948Z,camara05324,,https://informo.madrid.es/cameras/Camara05324.jpg?v=76738,2026-08-25T08:49:48+00:00,,,,1280,720,ac1f0a73004bc3ae2a9a566c75fc85ef559fea0847860ddaf62a05f85248332f,data/raw/camara05324/camara05324__20260825T084948Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara16304__20260825T084948Z,camara16304,,https://informo.madrid.es/cameras/Camara16304.jpg?v=76738,2026-08-25T08:49:48+00:00,,,,1280,720,3f6cd2f18ee4d77a1e5dbd4ffb38a0de8a25273c889e986f61203c840b516347,data/raw/camara16304/camara16304__20260825T084948Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara14302__20260825T084948Z,camara14302,,https://informo.madrid.es/cameras/Camara14302.jpg?v=76738,2026-08-25T08:49:48+00:00,,,,1280,720,f4c7baa8fa62116c8ddb7999b10c1ae06d0987de3121abca137340a106f3599e,data/raw/camara14302/camara14302__20260825T084948Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara14308__20260825T084949Z,camara14308,,https://informo.madrid.es/cameras/Camara14308.jpg?v=76738,2026-08-25T08:49:49+00:00,,,,1280,720,94ee33a46a14c55c4c006cf44757f4e130078fd59ec14e14e6fc83d6ac180223,data/raw/camara14308/camara14308__20260825T084949Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara13311__20260825T084949Z,camara13311,,https://informo.madrid.es/cameras/Camara13311.jpg?v=76738,2026-08-25T08:49:49+00:00,,,,1280,720,ab6ed4b318d52805b898765466acd0ba62456bf26816ea42119066eb9e0d1217,data/raw/camara13311/camara13311__20260825T084949Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara11315__20260825T084949Z,camara11315,,https://informo.madrid.es/cameras/Camara11315.jpg?v=76738,2026-08-25T08:49:49+00:00,,,,1280,720,540f4ed4ca96c4beb5eecd8966301fceb4b45e56219fb203b861a002b084b28a,data/raw/camara11315/camara11315__20260825T084949Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara07306__20260825T084949Z,camara07306,,https://informo.madrid.es/cameras/Camara07306.jpg?v=76738,2026-08-25T08:49:49+00:00,,,,1280,720,7a44ced6f70e91741b6ae979cbde46dc37142e8667a565c5af88654d41d1cc34,data/raw/camara07306/camara07306__20260825T084949Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara09321__20260825T084949Z,camara09321,,https://informo.madrid.es/cameras/Camara09321.jpg?v=76738,2026-08-25T08:49:49+00:00,,,,1280,720,44e63c94600bca5ca38acf8dfa3ab3ec5f57392584687eb7b5f7ddf3fa97a984,data/raw/camara09321/camara09321__20260825T084949Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara05324__20260825T085248Z,camara05324,,https://informo.madrid.es/cameras/Camara05324.jpg?v=76738,2026-08-25T08:52:48+00:00,,,,1280,720,113d5031f54d1253aad6ddba3ee64f4f73c98af224d4029f8d14e7e2a2b034b1,data/raw/camara05324/camara05324__20260825T085248Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
camara16304__20260825T085248Z,camara16304,,https://informo.madrid.es/cameras/Camara16304.jpg?v=76738,2026-08-25T08:52:48+00:00,,,,1280,720,be64e60f039b4a7f66e895fc0fe953fe8cf1616ecc078472376ae73da6b4e5e7,data/raw/camara16304/camara16304__20260825T085248Z.jpg,"Ayuntamiento de Madrid open data (informo.madrid.es KML; licence via the datos.madrid.es catalogue, with datos.gob.es as the official national fallback). data/source_resolution.json is the authoritative provenance record: see its verbatim terms-of-use snippets and the source that supplied them."
